Pslack,Bus 1,Bus 2,Bus 3,Bus 4,Bus 5,Bus 6,Bus 7,Bus 8,Bus 9,Bus 10,Bus 11,System Loss
2.4884,3.5369,15.354,7.7909,1.2387,1.8255,4.8082,1.4669,0.57046,0.99423,2.2004,2.4285,0.29382
33.634,6.1088,26.518,13.456,2.1395,3.1529,8.3046,2.5336,0.98529,1.7172,3.8004,4.1945,0.73724
61.918,8.4088,36.503,18.523,2.945,4.34,11.431,3.4875,1.3563,2.3638,5.2313,5.7738,1.5762
90.366,10.701,46.451,23.571,3.7477,5.5229,14.547,4.438,1.7259,3.008,6.657,7.3474,2.6651
110.22,12.283,53.322,27.057,4.302,6.3397,16.698,5.0944,1.9812,3.4529,7.6416,8.4341,3.6358
121.97,13.212,57.355,29.104,4.6274,6.8193,17.961,5.4798,2.131,3.7141,8.2196,9.0721,4.2919
127.64,13.659,59.293,30.087,4.7838,7.0498,18.569,5.665,2.203,3.8396,8.4975,9.3787,4.6338
133.15,14.092,61.172,31.04,4.9353,7.2731,19.157,5.8444,2.2728,3.9612,8.7666,9.6758,4.9719
144.64,14.992,65.081,33.024,5.2507,7.7379,20.381,6.218,2.4181,4.2144,9.327,10.294,5.7204
148.83,15.319,66.5,33.744,5.3652,7.9066,20.825,6.3535,2.4708,4.3063,9.5302,10.519,6.0071
154.47,15.757,68.403,34.71,5.5187,8.1328,21.421,6.5353,2.5415,4.4295,9.803,10.82,6.4161
164.16,16.508,71.66,36.362,5.7815,8.5201,22.441,6.8465,2.6625,4.6404,10.27,11.335,7.1309
158.76,16.091,69.851,35.445,5.6356,8.305,21.875,6.6737,2.5953,4.5233,10.011,11.049,6.7286
141.33,14.733,63.955,32.453,5.1599,7.604,20.028,6.1104,2.3763,4.1415,9.1656,10.116,5.4986
124.7,13.428,58.291,29.578,4.7028,6.9305,18.254,5.5692,2.1658,3.7747,8.3537,9.2201,4.4532
123.35,13.322,57.829,29.344,4.6656,6.8757,18.11,5.5251,2.1487,3.7448,8.2877,9.1471,4.3733
104.41,11.821,51.316,26.039,4.1401,6.1012,16.07,4.9028,1.9066,3.323,7.3541,8.1168,3.3351
87.548,10.475,45.471,23.074,3.6686,5.4064,14.24,4.3444,1.6895,2.9445,6.5166,7.1924,2.541
70.599,9.1108,39.55,20.069,3.1909,4.7023,12.386,3.7787,1.4695,2.5611,5.668,6.2558,1.8777
51.204,7.5369,32.718,16.602,2.6396,3.89,10.246,3.1259,1.2156,2.1187,4.6888,5.1751,1.2629
32.129,5.9854,25.983,13.184,2.0963,3.0892,8.1369,2.4824,0.96539,1.6825,3.7236,4.1098,0.7051
10.189,4.1754,18.125,9.1974,1.4623,2.155,5.6762,1.7317,0.67345,1.1737,2.5976,2.867,0.37325
0.71552,3.3895,14.714,7.4664,1.1871,1.7494,4.6079,1.4058,0.5467,0.95282,2.1087,2.3274,0.27927
0.17399,3.3445,14.519,7.3672,1.1714,1.7262,4.5467,1.3871,0.53944,0.94016,2.0807,2.2965,0.27511
12.681,4.3816,19.021,9.6516,1.5346,2.2615,5.9565,1.8173,0.70671,1.2317,2.7259,3.0086,0.40462
42.359,6.824,29.623,15.032,2.39,3.5221,9.2769,2.8302,1.1007,1.9183,4.2454,4.6856,0.92619
78.829,9.7739,42.428,21.529,3.4231,5.0446,13.287,4.0537,1.5764,2.7475,6.0805,6.7111,2.1941
116.9,12.812,55.617,28.222,4.4872,6.6127,17.417,5.3138,2.0665,3.6015,7.9706,8.7972,4.0015
145.33,15.045,65.313,33.142,5.2694,7.7654,20.454,6.2401,2.4267,4.2294,9.3601,10.331,5.7666
157.09,15.961,69.289,35.159,5.5902,8.2382,21.699,6.62,2.5744,4.4869,9.93,10.96,6.6063
161.55,16.307,70.79,35.921,5.7113,8.4167,22.169,6.7634,2.6302,4.5841,10.145,11.197,6.9358
165.67,16.625,72.17,36.621,5.8226,8.5807,22.601,6.8952,2.6815,4.6734,10.343,11.415,7.2468
156.05,15.881,68.938,34.981,5.5619,8.1965,21.589,6.5865,2.5614,4.4642,9.8797,10.904,6.5306
149.25,15.352,66.643,33.817,5.3767,7.9236,20.87,6.3672,2.4761,4.3155,9.5508,10.541,6.0365
149.53,15.373,66.735,33.864,5.3842,7.9346,20.899,6.376,2.4796,4.3215,9.564,10.556,6.0554
142.01,14.786,64.187,32.571,5.1786,7.6316,20.101,6.1325,2.3849,4.1565,9.1988,10.153,5.5438
124.63,13.422,58.266,29.566,4.7009,6.9276,18.247,5.5668,2.1649,3.7731,8.3503,9.2162,4.449
101.67,11.603,50.369,25.559,4.0638,5.9887,15.774,4.8124,1.8715,3.2617,7.2185,7.9671,3.1977
86.361,10.38,45.058,22.864,3.6353,5.3573,14.111,4.3049,1.6741,2.9178,6.4574,7.1271,2.4898
80.057,9.8725,42.857,21.747,3.4577,5.0955,13.421,4.0946,1.5923,2.7752,6.1419,6.7788,2.2439
63.717,8.5544,37.135,18.843,2.996,4.4152,11.629,3.5479,1.3797,2.4047,5.3219,5.8738,1.6359
55.678,7.9008,34.297,17.404,2.7671,4.0778,10.741,3.2768,1.2743,2.221,4.9152,5.425,1.393
45.227,7.0581,30.639,15.547,2.4719,3.6429,9.5951,2.9273,1.1384,1.9841,4.391,4.8463,1.0011
32.605,6.0244,26.152,13.27,2.1099,3.1094,8.1899,2.4986,0.97168,1.6935,3.7479,4.1366,0.71515
19.705,4.9615,21.538,10.929,1.7377,2.5607,6.7448,2.0577,0.80023,1.3947,3.0866,3.4067,0.50781
-1.4173,3.2122,13.944,7.0756,1.125,1.6579,4.3667,1.3322,0.51809,0.90296,1.9983,2.2056,0.26363
-8.0058,2.6631,11.561,5.8662,0.9327,1.3745,3.6203,1.1045,0.42953,0.74861,1.6568,1.8286,0.22816
-7.6005,2.6969,11.707,5.9407,0.94455,1.392,3.6663,1.1185,0.43499,0.75812,1.6778,1.8518,0.22978
3.9935,3.6618,15.896,8.0662,1.2825,1.89,4.9781,1.5187,0.59062,1.0294,2.2781,2.5144,0.30727
33.799,6.1223,26.577,13.486,2.1442,3.1599,8.323,2.5392,0.98747,1.721,3.8088,4.2038,0.74082
60.515,8.295,36.009,18.272,2.9052,4.2813,11.277,3.4403,1.3379,2.3318,5.1605,5.6957,1.5306
82.053,10.032,43.547,22.097,3.5133,5.1776,13.637,4.1605,1.618,2.8199,6.2408,6.888,2.3254
97.596,11.278,48.959,24.843,3.95,5.8211,15.332,4.6776,1.8191,3.1704,7.0165,7.7441,2.9993
104.43,11.823,51.324,26.043,4.1408,6.1022,16.073,4.9036,1.9069,3.3235,7.3554,8.1181,3.3364
104.89,11.859,51.481,26.123,4.1534,6.1209,16.122,4.9185,1.9128,3.3337,7.3778,8.1429,3.3595
108.16,12.119,52.609,26.695,4.2444,6.255,16.475,5.0263,1.9547,3.4067,7.5395,8.3213,3.5285
112.95,12.5,54.261,27.534,4.3778,6.4514,16.993,5.1842,2.0161,3.5137,7.7763,8.5827,3.783
117.06,12.825,55.672,28.25,4.4916,6.6192,17.434,5.319,2.0685,3.6051,7.9785,8.8059,4.0105
118.78,12.961,56.263,28.55,4.5393,6.6895,17.62,5.3755,2.0905,3.6434,8.0632,8.8994,4.1081
122.45,13.251,57.522,29.189,4.6409,6.8392,18.014,5.4958,2.1372,3.7249,8.2437,9.0986,4.3206
116.24,12.76,55.392,28.107,4.469,6.5858,17.347,5.2922,2.0581,3.5869,7.9383,8.7615,3.9646
101.84,11.617,50.428,25.589,4.0685,5.9957,15.792,4.818,1.8737,3.2655,7.227,7.9765,3.2062
89.387,10.622,46.111,23.398,3.7202,5.4824,14.44,4.4055,1.7133,2.986,6.6083,7.2936,2.6216
90.377,10.701,46.455,23.573,3.748,5.5233,14.548,4.4384,1.726,3.0082,6.6576,7.348,2.6656
72.605,9.2727,40.253,20.426,3.2476,4.7859,12.606,3.8458,1.4956,2.6066,5.7687,6.367,1.9521
63.977,8.5755,37.226,18.89,3.0034,4.4261,11.658,3.5567,1.3831,2.4106,5.335,5.8882,1.6447
53.294,7.707,33.456,16.977,2.6992,3.9778,10.477,3.1964,1.2431,2.1665,4.7946,5.2919,1.3225
37.724,6.4452,27.979,14.197,2.2573,3.3265,8.7618,2.6731,1.0395,1.8118,4.0097,4.4255,0.81271
21.341,5.0962,22.123,11.226,1.7849,2.6303,6.9281,2.1137,0.82198,1.4326,3.1705,3.4993,0.53498
-0.56615,3.283,14.251,7.2316,1.1498,1.6944,4.463,1.3616,0.52951,0.92286,2.0424,2.2542,0.26963
-7.4828,2.7067,11.75,5.9623,0.94798,1.397,3.6797,1.1226,0.43657,0.76088,1.6839,1.8585,0.23027
-6.7665,2.7665,12.009,6.094,0.96891,1.4279,3.7609,1.1474,0.44621,0.77768,1.7211,1.8996,0.23335
7.7034,3.9695,17.232,8.744,1.3903,2.0488,5.3964,1.6464,0.64025,1.1159,2.4695,2.7256,0.34473
35.847,6.2916,27.312,13.859,2.2035,3.2473,8.5531,2.6094,1.0148,1.7686,3.9141,4.32,0.76946
65.577,8.705,37.788,19.175,3.0488,4.4929,11.834,3.6104,1.404,2.447,5.4155,5.9772,1.6992
88.12,10.521,45.671,23.175,3.6847,5.43,14.302,4.3634,1.6969,2.9574,6.5451,7.2239,2.566
100.68,11.524,50.027,25.385,4.0362,5.948,15.667,4.7797,1.8588,3.2395,7.1695,7.913,3.1489
105.11,11.876,51.556,26.161,4.1595,6.1297,16.145,4.9257,1.9155,3.3385,7.3885,8.1548,3.3705
103.47,11.746,50.991,25.874,4.1139,6.0626,15.968,4.8717,1.8946,3.3019,7.3076,8.0654,3.2876
98.886,11.381,49.406,25.07,3.9861,5.8742,15.472,4.7203,1.8357,3.1993,7.0805,7.8148,3.0614
100.18,11.484,49.853,25.297,4.0221,5.9273,15.612,4.763,1.8523,3.2283,7.1445,7.8854,3.1242
97.458,11.267,48.912,24.819,3.9462,5.8154,15.317,4.6731,1.8173,3.1673,7.0096,7.7366,2.9928
94.918,11.065,48.031,24.373,3.8751,5.7107,15.042,4.589,1.7846,3.1103,6.8835,7.5973,2.8729
93.188,10.926,47.431,24.068,3.8267,5.6394,14.854,4.5317,1.7623,3.0715,6.7975,7.5024,2.7929
85.904,10.343,44.899,22.783,3.6224,5.3383,14.061,4.2897,1.6682,2.9075,6.4346,7.1019,2.4703
72.609,9.273,40.254,20.426,3.2477,4.7861,12.606,3.846,1.4956,2.6067,5.7689,6.3672,1.9522
63.526,8.539,37.068,18.809,2.9906,4.4072,11.608,3.5415,1.3773,2.4004,5.3123,5.8632,1.6295
61.775,8.3971,36.452,18.497,2.9409,4.334,11.415,3.4827,1.3544,2.3605,5.224,5.7658,1.5715
48.535,7.3194,31.773,16.123,2.5635,3.7777,9.9503,3.0357,1.1805,2.0575,4.5535,5.0257,1.1894
39.375,6.5802,28.565,14.495,2.3046,3.3963,8.9455,2.7291,1.0613,1.8497,4.0937,4.5182,0.85206
44.226,6.9764,30.284,15.367,2.4433,3.6007,9.484,2.8934,1.1252,1.9611,4.3401,4.7902,0.97455
30.709,5.8689,25.477,12.928,2.0555,3.0291,7.9785,2.4341,0.9466,1.6498,3.6512,4.0298,0.67568
14.044,4.4943,19.51,9.8998,1.574,2.3196,6.1097,1.864,0.72488,1.2634,2.796,3.0859,0.42293
-5.0879,2.9065,12.617,6.4023,1.0179,1.5001,3.9512,1.2054,0.46879,0.81703,1.8082,1.9957,0.24147
-14.717,2.1021,9.1253,4.6305,0.73622,1.085,2.8577,0.87184,0.33905,0.59092,1.3078,1.4434,0.21205
-16.375,1.9633,8.5228,4.3247,0.68761,1.0133,2.669,0.81428,0.31666,0.5519,1.2214,1.3481,0.21119
-12.289,2.3053,10.007,5.0779,0.80737,1.1898,3.1339,0.9561,0.37182,0.64802,1.4341,1.5829,0.21554
-3.041,3.077,13.357,6.7779,1.0777,1.5881,4.183,1.2762,0.49629,0.86496,1.9143,2.1128,0.25308
16.665,4.7107,20.449,10.377,1.6498,2.4313,6.404,1.9538,0.7598,1.3242,2.9306,3.2346,0.46047
41.938,6.7897,29.474,14.956,2.378,3.5044,9.2302,2.816,1.0951,1.9086,4.224,4.662,0.9155
62.723,8.4739,36.786,18.666,2.9678,4.3736,11.52,3.5145,1.3668,2.3821,5.2718,5.8185,1.6027
72.981,9.303,40.384,20.492,3.2582,4.8015,12.647,3.8584,1.5005,2.6151,5.7876,6.3878,1.9662
79.213,9.8047,42.562,21.598,3.4339,5.0605,13.329,4.0665,1.5814,2.7562,6.0997,6.7323,2.2096
86.237,10.37,45.015,22.842,3.6318,5.3521,14.097,4.3008,1.6725,2.915,6.4512,7.1203,2.4845
94.073,10.997,47.738,24.224,3.8515,5.6759,14.95,4.561,1.7737,3.0913,6.8415,7.551,2.8336
103.09,11.716,50.861,25.808,4.1034,6.0471,15.928,4.8593,1.8897,3.2935,7.289,8.0449,3.2687
110.23,12.284,53.325,27.059,4.3022,6.3401,16.699,5.0947,1.9813,3.4531,7.6421,8.4346,3.6363
116.05,12.745,55.325,28.074,4.4636,6.5779,17.326,5.2858,2.0556,3.5826,7.9288,8.751,3.9538
111.15,12.357,53.642,27.219,4.3278,6.3778,16.799,5.125,1.9931,3.4736,7.6875,8.4847,3.6856
98.259,11.331,49.189,24.96,3.9685,5.8484,15.404,4.6996,1.8276,3.1853,7.0494,7.7804,3.0311
81.804,10.011,43.46,22.053,3.5063,5.1672,13.61,4.1522,1.6147,2.8143,6.2283,6.8742,2.315
80.605,9.9166,43.048,21.844,3.4731,5.1182,13.481,4.1129,1.5995,2.7876,6.1693,6.8091,2.2663
62.709,8.4729,36.781,18.664,2.9674,4.3731,11.518,3.5141,1.3666,2.3818,5.2711,5.8178,1.6023
51.416,7.5541,32.793,16.64,2.6457,3.8989,10.269,3.133,1.2184,2.1235,4.6996,5.1869,1.2688
37.784,6.4501,28,14.208,2.259,3.3291,8.7686,2.6752,1.0403,1.8132,4.0127,4.4289,0.81413
21.061,5.0732,22.023,11.175,1.7768,2.6184,6.8968,2.1041,0.81826,1.4261,3.1561,3.4834,0.53025
6.4241,3.8635,16.771,8.5104,1.3531,1.9941,5.2522,1.6024,0.62314,1.0861,2.4036,2.6528,0.33112
-10.084,2.4896,10.807,5.4839,0.87192,1.2849,3.3844,1.0325,0.40154,0.69983,1.5488,1.7094,0.22101
-17.615,1.8594,8.0715,4.0957,0.6512,0.95967,2.5277,0.77116,0.2999,0.52268,1.1567,1.2767,0.21136
-23.675,1.3507,5.8636,2.9754,0.47307,0.69716,1.8363,0.56022,0.21786,0.3797,0.84033,0.92747,0.22216
-17.321,1.884,8.1786,4.1501,0.65984,0.9724,2.5612,0.78139,0.30387,0.52961,1.1721,1.2936,0.21126
-14.43,2.1262,9.2298,4.6835,0.74465,1.0974,2.8904,0.88182,0.34293,0.59768,1.3227,1.4599,0.21233
-1.3686,3.2162,13.962,7.0845,1.1264,1.66,4.3723,1.3339,0.51874,0.9041,2.0009,2.2084,0.26396
19.897,4.9773,21.607,10.964,1.7432,2.5689,6.7664,2.0643,0.80279,1.3991,3.0965,3.4176,0.51094
34.407,6.1721,26.793,13.596,2.1617,3.1856,8.3907,2.5599,0.9955,1.735,3.8398,4.238,0.75412
43.488,6.9161,30.023,15.235,2.4222,3.5696,9.4021,2.8684,1.1155,1.9442,4.3027,4.7489,0.95524
44.769,7.0207,30.477,15.465,2.4589,3.6236,9.5443,2.9118,1.1324,1.9736,4.3677,4.8207,0.98892
46.707,7.1787,31.163,15.813,2.5142,3.7051,9.7591,2.9773,1.1579,2.018,4.466,4.9292,1.0412
44.504,6.9991,30.383,15.417,2.4513,3.6124,9.5148,2.9028,1.1289,1.9675,4.3542,4.8058,0.98189
43.282,6.8994,29.95,15.198,2.4164,3.561,9.3793,2.8615,1.1128,1.9395,4.2922,4.7373,0.9499
45.078,7.0459,30.586,15.52,2.4677,3.6366,9.5785,2.9223,1.1364,1.9806,4.3834,4.838,0.99714
44.602,7.0071,30.418,15.435,2.4541,3.6166,9.5258,2.9062,1.1302,1.9697,4.3592,4.8113,0.98449
46.377,7.1518,31.046,15.754,2.5048,3.6912,9.7225,2.9662,1.1535,2.0104,4.4493,4.9107,1.0322
48.819,7.3425,31.874,16.174,2.5716,3.7897,9.9818,3.0453,1.1843,2.064,4.5679,5.0416,1.1971
45.489,7.0794,30.732,15.594,2.4794,3.6539,9.624,2.9361,1.1418,1.9901,4.4042,4.861,1.0081
49.159,7.3702,31.994,16.235,2.5813,3.804,10.019,3.0568,1.1887,2.0718,4.5852,5.0607,1.2063
37.786,6.4502,28.001,14.208,2.2591,3.3292,8.7688,2.6752,1.0404,1.8132,4.0128,4.429,0.81416
31.077,5.899,25.608,12.994,2.066,3.0447,8.0194,2.4466,0.95146,1.6583,3.6699,4.0505,0.6832
20.204,5.0025,21.716,11.019,1.752,2.582,6.8007,2.0748,0.80686,1.4062,3.1122,3.4349,0.51596
9.8819,4.15,18.015,9.1415,1.4535,2.1419,5.6417,1.7212,0.66935,1.1666,2.5818,2.8495,0.36959
-1.3637,3.2166,13.963,7.0854,1.1266,1.6602,4.3728,1.3341,0.51881,0.90421,2.0011,2.2086,0.264
-14.568,2.1146,9.1795,4.658,0.7406,1.0914,2.8747,0.87703,0.34107,0.59443,1.3155,1.452,0.21219
-18.558,1.7803,7.7285,3.9217,0.62353,0.91889,2.4203,0.73839,0.28715,0.50047,1.1076,1.2224,0.21195
-14.971,2.0809,9.0332,4.5837,0.72879,1.074,2.8289,0.86305,0.33563,0.58495,1.2946,1.4288,0.21184
-0.77478,3.2656,14.176,7.1934,1.1437,1.6855,4.4394,1.3544,0.52671,0.91798,2.0316,2.2423,0.26813
30.822,5.8782,25.517,12.948,2.0587,3.0339,7.9911,2.4379,0.94809,1.6524,3.6569,4.0362,0.67799
57.127,8.0185,34.808,17.663,2.8083,4.1386,10.901,3.3256,1.2933,2.254,4.9885,5.5058,1.437
86.083,10.357,44.962,22.815,3.6275,5.3458,14.08,4.2957,1.6706,2.9115,6.4436,7.1118,2.4779
99.271,11.412,49.539,25.138,3.9968,5.89,15.514,4.7331,1.8406,3.208,7.0996,7.8358,3.08
107.87,12.096,52.51,26.645,4.2365,6.2432,16.444,5.0169,1.951,3.4003,7.5253,8.3057,3.5135
114.99,12.661,54.962,27.889,4.4343,6.5347,17.212,5.2511,2.0421,3.5591,7.8767,8.6935,3.895
118.27,12.92,56.088,28.461,4.5251,6.6686,17.565,5.3587,2.0839,3.632,8.038,8.8716,4.0789
121.22,13.154,57.1,28.974,4.6068,6.789,17.882,5.4554,2.1216,3.6976,8.1832,9.0318,4.2487
118.27,12.921,56.088,28.461,4.5252,6.6687,17.565,5.3588,2.084,3.6321,8.0382,8.8717,4.0791
119.64,13.029,56.559,28.7,4.5631,6.7246,17.712,5.4037,2.1014,3.6625,8.1056,8.9461,4.1574
116.8,12.804,55.584,28.205,4.4845,6.6087,17.407,5.3106,2.0652,3.5994,7.9659,8.792,3.9961
111.81,12.409,53.868,27.334,4.3461,6.4047,16.87,5.1467,2.0015,3.4883,7.72,8.5206,3.7211
98.305,11.335,49.205,24.968,3.9698,5.8503,15.409,4.7011,1.8282,3.1863,7.0517,7.783,3.0334
79.305,9.8121,42.595,21.614,3.4365,5.0643,13.339,4.0695,1.5826,2.7583,6.1043,6.7374,2.2133
80.302,9.8923,42.943,21.79,3.4646,5.1057,13.448,4.1028,1.5955,2.7808,6.1542,6.7924,2.2539
61.197,8.3503,36.249,18.394,2.9245,4.3098,11.352,3.4633,1.3468,2.3473,5.1949,5.7336,1.5526
55.353,7.8744,34.183,17.345,2.7578,4.0642,10.705,3.2659,1.2701,2.2135,4.8988,5.4068,1.3832
44.468,6.9961,30.37,15.411,2.4503,3.6109,9.5109,2.9016,1.1284,1.9667,4.3524,4.8038,0.98094
33.1,6.065,26.328,13.36,2.1241,3.1303,8.245,2.5154,0.97822,1.7049,3.7731,4.1644,0.7257
19.339,4.9313,21.407,10.863,1.7271,2.5452,6.7038,2.0452,0.79537,1.3862,3.0679,3.386,0.5019
-0.16286,3.3165,14.397,7.3055,1.1615,1.7117,4.5086,1.3755,0.53492,0.93229,2.0633,2.2772,0.27258
-7.8405,2.6769,11.62,5.8966,0.93753,1.3816,3.6391,1.1102,0.43176,0.75249,1.6654,1.8381,0.22881
-9.5872,2.5311,10.987,5.5754,0.88646,1.3064,3.4409,1.0498,0.40824,0.7115,1.5746,1.7379,0.22254
7.421,3.9461,17.13,8.6924,1.3821,2.0367,5.3646,1.6366,0.63647,1.1093,2.455,2.7096,0.34167
39.8,6.6149,28.716,14.571,2.3168,3.4142,8.9927,2.7435,1.0669,1.8595,4.1153,4.5421,0.86236
67.576,8.8666,38.49,19.531,3.1054,4.5763,12.054,3.6774,1.4301,2.4925,5.5161,6.0881,1.7689
86.858,10.42,45.231,22.952,3.6492,5.3778,14.165,4.3215,1.6806,2.929,6.4822,7.1544,2.5112
101.25,11.57,50.224,25.485,4.0521,5.9715,15.728,4.7985,1.8661,3.2523,7.1978,7.9442,3.177
108.38,12.137,52.686,26.735,4.2507,6.2642,16.499,5.0337,1.9576,3.4117,7.5506,8.3336,3.5403
113.01,12.504,54.281,27.544,4.3794,6.4538,16.999,5.1861,2.0168,3.515,7.7792,8.5859,3.7862
110.94,12.34,53.569,27.183,4.3219,6.3692,16.776,5.1181,1.9904,3.4689,7.6771,8.4733,3.6743
112.24,12.443,54.016,27.409,4.358,6.4223,16.916,5.1608,2.007,3.4979,7.7411,8.5439,3.7443
111.17,12.359,53.648,27.223,4.3283,6.3786,16.801,5.1256,1.9933,3.4741,7.6885,8.4858,3.6866
113.49,12.543,54.447,27.628,4.3928,6.4736,17.051,5.202,2.023,3.5258,7.803,8.6122,3.8126
112.69,12.479,54.173,27.489,4.3706,6.4409,16.965,5.1757,2.0128,3.508,7.7636,8.5687,3.769
108.84,12.174,52.846,26.815,4.2635,6.2831,16.549,5.0489,1.9635,3.4221,7.5734,8.3588,3.5626
93.972,10.989,47.703,24.206,3.8487,5.6717,14.939,4.5576,1.7724,3.0891,6.8364,7.5454,2.829
77.711,9.684,42.038,21.331,3.3916,4.9982,13.165,4.0164,1.5619,2.7222,6.0246,6.6494,2.1494
79.527,9.83,42.672,21.653,3.4428,5.0736,13.363,4.077,1.5855,2.7633,6.1154,6.7496,2.2223
62.943,8.4918,36.863,18.705,2.9741,4.3829,11.544,3.5219,1.3696,2.3871,5.2829,5.8308,1.61
53.485,7.7225,33.523,17.011,2.7046,3.9858,10.498,3.2029,1.2456,2.1708,4.8043,5.3025,1.3281
44.212,6.9753,30.28,15.365,2.4429,3.6001,9.4825,2.893,1.125,1.9608,4.3394,4.7895,0.97419
31.122,5.9028,25.624,13.002,2.0673,3.0466,8.0245,2.4481,0.95206,1.6593,3.6722,4.053,0.68414
16.764,4.7188,20.485,10.395,1.6527,2.4355,6.415,1.9571,0.7611,1.3265,2.9357,3.2401,0.46194
-3.1905,3.0645,13.303,6.7505,1.0733,1.5817,4.1661,1.271,0.49428,0.86146,1.9065,2.1042,0.25217
-11.385,2.3808,10.335,5.2444,0.83384,1.2288,3.2366,0.98744,0.384,0.66926,1.4812,1.6348,0.21752
-10.721,2.4363,10.576,5.3667,0.85328,1.2575,3.3121,1.0105,0.39296,0.68487,1.5157,1.6729,0.21921
2.536,3.5408,15.371,7.7996,1.2401,1.8275,4.8136,1.4685,0.5711,0.99535,2.2028,2.4313,0.29423
31.295,5.917,25.686,13.034,2.0723,3.0539,8.0438,2.454,0.95435,1.6633,3.6811,4.0628,0.6877
58.477,8.1281,35.284,17.904,2.8467,4.1952,11.05,3.3711,1.311,2.2849,5.0567,5.5811,1.4789
79.987,9.867,42.833,21.735,3.4557,5.0926,13.414,4.0923,1.5915,2.7737,6.1385,6.775,2.241
90.611,10.72,46.536,23.614,3.7545,5.533,14.574,4.4462,1.7291,3.0135,6.6692,7.3609,2.6761
92.136,10.842,47.066,23.883,3.7973,5.596,14.739,4.4968,1.7487,3.0478,6.7452,7.4447,2.7449
95.056,11.076,48.079,24.397,3.879,5.7164,15.057,4.5935,1.7864,3.1134,6.8903,7.6049,2.8793
91.536,10.794,46.858,23.777,3.7805,5.5712,14.674,4.4768,1.741,3.0343,6.7153,7.4117,2.7177
89.594,10.639,46.183,23.435,3.726,5.4909,14.463,4.4124,1.7159,2.9906,6.6186,7.3049,2.6308
87.075,10.437,45.307,22.99,3.6553,5.3868,14.188,4.3287,1.6834,2.9339,6.493,7.1664,2.5205
84.585,10.237,44.44,22.55,3.5854,5.2837,13.917,4.2459,1.6512,2.8777,6.3688,7.0292,2.4143
82.105,10.036,43.565,22.106,3.5148,5.1797,13.643,4.1622,1.6186,2.8211,6.2434,6.8908,2.3276
78.268,9.7288,42.233,21.43,3.4073,5.0213,13.226,4.035,1.5692,2.7348,6.0525,6.6801,2.1716
64.233,8.5962,37.316,18.935,3.0107,4.4367,11.686,3.5652,1.3865,2.4164,5.3479,5.9025,1.6533
53.177,7.6975,33.415,16.956,2.6959,3.9729,10.464,3.1925,1.2415,2.1638,4.7888,5.2854,1.3192
52.382,7.6328,33.134,16.813,2.6732,3.9395,10.376,3.1657,1.2311,2.1456,4.7485,5.2409,1.2963
36.218,6.3219,27.444,13.926,2.2141,3.2629,8.5944,2.622,1.0197,1.7771,3.933,4.3409,0.77789
36.509,6.3457,27.547,13.978,2.2225,3.2752,8.6267,2.6319,1.0235,1.7838,3.9478,4.3572,0.78453
32.897,6.0484,26.256,13.323,2.1183,3.1217,8.2225,2.5085,0.97555,1.7002,3.7628,4.153,0.72137
24.151,5.3275,23.127,11.735,1.8659,2.7497,7.2425,2.2096,0.85928,1.4976,3.3144,3.6581,0.5844
9.8048,4.1436,17.987,9.1274,1.4512,2.1386,5.633,1.7185,0.66832,1.1648,2.5778,2.8451,0.36867
-8.5891,2.6144,11.349,5.759,0.91565,1.3494,3.5542,1.0843,0.42168,0.73493,1.6265,1.7952,0.22596
-17.145,1.8988,8.2428,4.1827,0.66503,0.98004,2.5814,0.78753,0.30626,0.53377,1.1813,1.3038,0.21121
-16.495,1.9532,8.4789,4.3025,0.68408,1.0081,2.6553,0.81009,0.31503,0.54906,1.2151,1.3411,0.21118
-2.5527,3.1176,13.534,6.8674,1.0919,1.6091,4.2383,1.293,0.50285,0.87639,1.9396,2.1407,0.25613
26.229,5.4984,23.868,12.112,1.9257,2.8379,7.4747,2.2804,0.88683,1.5456,3.4206,3.7754,0.62318
49.672,7.4121,32.176,16.327,2.5959,3.8256,10.076,3.0741,1.1955,2.0836,4.6112,5.0894,1.2203
67.136,8.8311,38.336,19.453,3.0929,4.558,12.005,3.6626,1.4244,2.4825,5.494,6.0637,1.7534
79.633,9.8385,42.709,21.672,3.4457,5.0779,13.375,4.0805,1.5869,2.7657,6.1207,6.7555,2.2266
85.051,10.275,44.602,22.633,3.5985,5.303,13.968,4.2614,1.6572,2.8883,6.392,7.0549,2.434
87.071,10.437,45.306,22.989,3.6552,5.3867,14.188,4.3286,1.6833,2.9338,6.4928,7.1662,2.5204
82.915,10.101,43.847,22.25,3.5376,5.2133,13.731,4.1892,1.6291,2.8394,6.2839,6.9355,2.3615
83.548,10.154,44.078,22.367,3.5562,5.2407,13.804,4.2113,1.6377,2.8543,6.317,6.9721,2.3709
80.347,9.8959,42.958,21.798,3.4658,5.1076,13.453,4.1043,1.5961,2.7818,6.1564,6.7949,2.2557
78.399,9.7392,42.278,21.453,3.411,5.0267,13.24,4.0393,1.5708,2.7378,6.059,6.6873,2.1768
77.441,9.6622,41.944,21.284,3.384,4.987,13.135,4.0074,1.5584,2.7161,6.0111,6.6344,2.1387
74.742,9.4449,41,20.805,3.3079,4.8748,12.84,3.9172,1.5234,2.655,5.8759,6.4852,2.0333
